Time,Operator,Technology,MCC / MNC,gNB,RF Band​ (PCell),Num Beams,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Average Code Rate​ (PCell),Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Net PUSCH Thp​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-05 10:18:39.119,TUNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05 10:18:39.119,TUNI,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05 10:18:39.119,TUNI,LTE,244 / 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05 10:18:39.119,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05 10:18:39.119,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05 10:18:39.119,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05 10:18:39.119,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,,,,,,,,,,,,,,,,,,,,,,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,,
2025-02-05 10:18:43.730,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,,,,,,,,,,,,,,,,,,,-67.5,-7.1,-46.4,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,19.0,
2025-02-05 10:18:43.866,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,,,,,,,,,,,1,,,,,,,,-67.5,-7.1,-46.4,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,19.0,
2025-02-05 10:18:43.866,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,,,,,,,,,,,1,,2.9,3,17.0,0.235,-0.9,66.6,-67.5,-7.1,-46.4,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,19.0,
2025-02-05 10:18:43.951,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-63.4,-10.4,29.9,52/0,,,,,,,1,,2.9,3,17.0,0.235,-0.9,66.6,-67.5,-7.1,-46.4,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,19.0,
2025-02-05 10:18:44.011,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.1,-10.4,28.6,52/0,,,,,,,1,,2.9,3,17.0,0.235,-0.9,66.6,-67.5,-7.1,-46.4,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,19.0,
2025-02-05 10:18:44.021,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.1,-10.4,28.6,52/0,,,,,,,1,,2.9,3,17.0,0.235,-0.9,66.6,-66.7,-6.9,-45.9,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,20.9,
2025-02-05 10:18:44.029,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.1,-10.4,28.6,52/0,,,,,,,1,,0.0,3,17.9,0.262,1.0,69.7,-66.7,-6.9,-45.9,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,20.9,
2025-02-05 10:18:44.061,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.1,-10.4,28.6,52/0,,,,,,,1,,0.0,3,17.9,0.0,1.0,69.7,-66.7,-6.9,-45.9,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,20.9,
2025-02-05 10:18:44.067,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.1,-10.4,28.6,52/0,,,,,,,1,,0.0,3,17.9,0.0,1.0,69.7,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,20.2,
2025-02-05 10:18:44.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.1,-10.4,28.6,52/0,,,,,,,1,,0.0,3,17.9,0.0,1.0,69.7,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,,20.2,
2025-02-05 10:18:44.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-60.1,-10.4,28.6,52/0,,,,,,,1,,0.0,3,17.9,0.0,1.0,69.7,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,20.2,
2025-02-05 10:18:44.505,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,,,,,,1,,0.0,3,17.9,0.0,1.0,69.7,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,20.2,
2025-02-05 10:18:44.510,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,,,,,,1,1,0.0,3,17.9,0.0,1.0,69.7,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,20.2,
2025-02-05 10:18:44.510,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,0.0,,,,0.0,1,1,0.0,3,17.9,0.0,1.0,69.7,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,20.2,
2025-02-05 10:18:44.532,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,0.0,,,,0.0,1,1,0.0,3,18.0,0.002,2.0,70.0,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,20.2,
2025-02-05 10:18:44.540,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,0.0,16,0.0,9.98,0.032,1,1,0.0,3,18.0,0.002,2.0,70.0,-66.9,-6.9,-46.1,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,20.2,
2025-02-05 10:18:44.568,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,0.0,16,0.0,9.98,0.032,1,1,0.0,3,18.0,0.002,2.0,70.0,-66.4,-7.0,-45.4,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,21.1,
2025-02-05 10:18:44.677,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,18.0,0.002,2.0,70.0,-66.4,-7.0,-45.4,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,21.1,
2025-02-05 10:18:44.847,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,30.8,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,18.0,0.002,2.0,70.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,21.9,
2025-02-05 10:18:44.975,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.5,-10.4,26.5,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,18.0,0.002,2.0,70.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.004,0.0,21.9,
2025-02-05 10:18:45.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.5,-10.4,26.5,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,18.0,0.002,2.0,70.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.003,0.0,21.9,
2025-02-05 10:18:45.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.5,-10.4,26.5,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,18.0,0.002,2.0,70.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.003,0.014,21.9,
2025-02-05 10:18:45.023,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.5,-10.4,26.5,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,17.9,0.264,-0.8,71.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.003,0.014,21.9,
2025-02-05 10:18:45.348,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.5,-10.4,26.5,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,17.9,0.264,-0.8,71.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.003,0.014,21.1,
2025-02-05 10:18:45.485,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,17.9,0.264,-0.8,71.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.003,0.014,21.1,
2025-02-05 10:18:45.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,17.9,0.264,-0.8,71.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.014,21.1,
2025-02-05 10:18:45.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,1.5,16.58,0.067,1,1,0.0,3,17.9,0.264,-0.8,71.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,21.1,
2025-02-05 10:18:45.515,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,1.5,16.58,0.067,1,1,5.8,3,16.9,0.222,-8.7,60.0,-65.8,-7.0,-44.8,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,21.1,
2025-02-05 10:18:45.633,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,1.5,16.58,0.067,1,1,5.8,3,16.9,0.222,-8.7,60.0,-66.3,-7.0,-45.3,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,21.2,
2025-02-05 10:18:45.644,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,0.0,9.98,0.001,1,1,5.8,3,16.9,0.222,-8.7,60.0,-66.3,-7.0,-45.3,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,21.2,
2025-02-05 10:18:45.668,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,0.0,9.98,0.04,1,1,5.8,3,16.9,0.222,-8.7,60.0,-66.3,-7.0,-45.3,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.0,0.0,21.2,
2025-02-05 10:18:46.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,0.0,9.98,0.04,1,1,5.8,3,16.9,0.222,-8.7,60.0,-66.3,-7.0,-45.3,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.0,21.2,
2025-02-05 10:18:46.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,0.0,9.98,0.04,1,1,5.8,3,16.9,0.222,-8.7,60.0,-66.3,-7.0,-45.3,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.001,21.2,
2025-02-05 10:18:46.006,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.3,-10.4,28.9,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.3,-7.0,-45.3,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.001,21.2,
2025-02-05 10:18:46.036,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.3,-7.0,-45.3,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.001,21.2,
2025-02-05 10:18:46.134,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.9,-7.0,-45.9,44,5,440,Band 3 - 1800,,,,,,,,,,,,0.001,0.001,20.5,
2025-02-05 10:18:46.267,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.9,-7.0,-45.9,44,5,440,Band 3 - 1800,,,,0.0,,,,,,,,0.001,0.001,20.5,
2025-02-05 10:18:46.382,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.9,-7.0,-45.9,44,5,440,Band 3 - 1800,,,,0.0,0.0,,,,,,,0.001,0.001,20.5,
2025-02-05 10:18:46.412,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.9,-7.0,-45.9,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.0,0.052,,,,,,,0.001,0.001,20.5,
2025-02-05 10:18:46.421,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.0,0.052,,,,,,,0.001,0.001,22.2,
2025-02-05 10:18:46.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.0,0.052,,,,,,,0.0,0.001,22.2,
2025-02-05 10:18:46.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,3.0,3,17.2,0.23,-7.2,60.0,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.0,0.052,,,,,,,0.0,0.0,22.2,
2025-02-05 10:18:46.509,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.1,-10.4,30.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,2.0,3,16.9,0.229,-6.7,60.4,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.0,0.052,,,,,,,0.0,0.0,22.2,
2025-02-05 10:18:46.511,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.04,1,1,2.0,3,16.9,0.229,-6.7,60.4,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.0,0.052,,,,,,,0.0,0.0,22.2,
2025-02-05 10:18:46.564,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.04,1,1,2.0,3,16.9,0.229,-6.7,60.4,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.0,22.2,
2025-02-05 10:18:46.637,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.0,3,16.9,0.229,-6.7,60.4,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.0,22.2,
2025-02-05 10:18:46.876,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,16.9,0.229,-6.7,60.4,-66.6,-7.0,-45.6,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.0,22.2,
2025-02-05 10:18:46.929,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,16.9,0.229,-6.7,60.4,-67.7,-6.8,-46.9,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.0,21.8,
2025-02-05 10:18:47.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,16.9,0.229,-6.7,60.4,-67.7,-6.8,-46.9,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.002,0.0,21.8,
2025-02-05 10:18:47.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,16.9,0.229,-6.7,60.4,-67.7,-6.8,-46.9,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.002,0.002,21.8,
2025-02-05 10:18:47.007,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-58.7,-10.4,34.1,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,15.0,0.202,-1.6,63.8,-67.7,-6.8,-46.9,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.002,0.002,21.8,
2025-02-05 10:18:47.031,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.0,-10.3,33.2,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,15.0,0.202,-1.6,63.8,-67.7,-6.8,-46.9,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.002,0.002,21.8,
2025-02-05 10:18:47.221,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.0,-10.3,33.2,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,15.0,0.202,-1.6,63.8,-69.9,-6.8,-49.0,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.002,0.002,16.5,
2025-02-05 10:18:47.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.0,-10.3,33.2,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,15.0,0.202,-1.6,63.8,-69.9,-6.8,-49.0,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.002,16.5,
2025-02-05 10:18:47.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.0,-10.3,33.2,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,15.0,0.202,-1.6,63.8,-69.9,-6.8,-49.0,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.0,16.5,
2025-02-05 10:18:47.508,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-61.0,-10.3,33.2,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,17.5,0.256,3.5,68.4,-69.9,-6.8,-49.0,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.0,16.5,
2025-02-05 10:18:47.530,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,17.5,0.256,3.5,68.4,-69.9,-6.8,-49.0,44,5,440,Band 3 - 1800,0.0,2,25.0 (256-QAM),0.002,0.052,0.0,-6.0,,,,,0.0,0.0,16.5,
2025-02-05 10:18:47.729,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,17.5,0.256,3.5,68.4,-71.1,-7.5,-49.9,44,5,440,Band 3 - 1800,,,,,,,,,,,,,,14.1,
2025-02-05 10:18:47.825,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.012,1,1,2.0,3,17.5,0.256,3.5,68.4,-71.1,-7.5,-49.9,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,,,14.1,2
2025-02-05 10:18:47.856,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.001,1,1,2.0,3,17.5,0.256,3.5,68.4,-71.1,-7.5,-49.9,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,,,14.1,2
2025-02-05 10:18:47.881,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,2.0,3,17.5,0.256,3.5,68.4,-71.1,-7.5,-49.9,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,,,14.1,2
2025-02-05 10:18:48.005,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,2.0,3,17.5,0.256,3.5,68.4,-71.1,-7.5,-49.9,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,0.001,,14.1,2
2025-02-05 10:18:48.005,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,2.0,3,17.5,0.256,3.5,68.4,-71.1,-7.5,-49.9,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,0.001,0.001,14.1,2
2025-02-05 10:18:48.008,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,1.0,3,14.8,0.205,-4.3,64.8,-71.1,-7.5,-49.9,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,0.001,0.001,14.1,2
2025-02-05 10:18:48.021,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.5,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,1.0,3,14.8,0.205,-4.3,64.8,-68.3,-6.9,-47.4,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,0.001,0.001,15.9,2
2025-02-05 10:18:48.031,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-62.7,-10.3,32.7,52/0,,0.0,16,0.0,9.98,0.04,1,1,1.0,3,14.8,0.205,-4.3,64.8,-68.3,-6.9,-47.4,44,5,440,Band 3 - 1800,,,,,,,,61.449963,23.859142,,0,0.001,0.001,15.9,2
