Time,Operator,Technology,MCC / MNC,gNB,RF Band​ (PCell),Num Beams,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Average Code Rate​ (PCell),Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Net PUSCH Thp​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-05 10:19:28.387,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.5,-10.9,14.2,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,4,13.3,0.198,14.1,77.8,-73.7,-10.6,-48.8,44,5,440,Band 3 - 1800,8.2,24,18.9 (64-QAM),0.234,26.159,6.7,-3.5,61.449789,23.859122,,0,0.3,432.859,,2
2025-02-05 10:19:28.451,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.5,-10.9,14.2,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,4,13.3,0.198,14.1,77.8,-73.7,-10.6,-48.8,44,5,440,Band 3 - 1800,8.2,24,18.9 (64-QAM),0.234,26.159,6.7,-3.5,61.449787,23.859114,,0,0.3,432.859,,2
2025-02-05 10:19:28.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.5,-10.9,14.2,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,4,13.3,0.198,14.1,77.8,-73.7,-10.6,-48.8,44,5,440,Band 3 - 1800,8.2,24,18.9 (64-QAM),0.234,26.159,6.7,-3.5,61.449787,23.859114,,0,0.229,432.859,,2
2025-02-05 10:19:28.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.5,-10.9,14.2,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,4,13.3,0.198,14.1,77.8,-73.7,-10.6,-48.8,44,5,440,Band 3 - 1800,8.2,24,18.9 (64-QAM),0.234,26.159,6.7,-3.5,61.449787,23.859114,,0,0.229,387.114,,2
2025-02-05 10:19:28.504,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.5,-10.9,14.2,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,4,13.3,0.198,14.1,77.8,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,8.2,24,18.9 (64-QAM),0.234,26.159,6.7,-3.5,61.449787,23.859114,,0,0.229,387.114,16.2,2
2025-02-05 10:19:28.514,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.5,-10.9,14.2,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,4,13.3,0.198,14.1,77.8,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.234,21.193,6.7,-3.5,61.449787,23.859114,,0,0.229,387.114,16.2,2
2025-02-05 10:19:28.535,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.5,-10.9,14.2,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,3,13.3,0.193,12.9,77.9,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.234,21.193,6.7,-3.5,61.449787,23.859114,,0,0.229,387.114,16.2,2
2025-02-05 10:19:28.826,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,3,13.3,0.193,12.9,77.9,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.234,21.193,6.7,-3.5,61.449787,23.859114,,0,0.229,387.114,16.2,2
2025-02-05 10:19:28.881,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,8.6,158,23.1,66.98,362.801,1,1,1.0,3,13.3,0.193,12.9,77.9,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.203,21.193,12.6,-2.8,61.449787,23.859114,,0,0.229,387.114,16.2,2
2025-02-05 10:19:28.887,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,7.9,158,23.5,67.96,371.918,1,1,1.0,3,13.3,0.193,12.9,77.9,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.203,21.193,12.6,-2.8,61.449787,23.859114,,0,0.229,387.114,16.2,2
2025-02-05 10:19:29.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,7.9,158,23.5,67.96,371.918,1,1,1.0,3,13.3,0.193,12.9,77.9,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.203,21.193,12.6,-2.8,61.449787,23.859114,,0,0.308,387.114,16.2,2
2025-02-05 10:19:29.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,7.9,158,23.5,67.96,371.918,1,1,1.0,3,13.3,0.193,12.9,77.9,-74.8,-10.8,-49.8,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.203,21.193,12.6,-2.8,61.449787,23.859114,,0,0.308,434.567,16.2,2
2025-02-05 10:19:29.004,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,7.9,158,23.5,67.96,371.918,1,1,1.0,3,13.3,0.193,12.9,77.9,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,10.7,24,16.1 (64-QAM),0.203,21.193,12.6,-2.8,61.449787,23.859114,,0,0.308,434.567,20.5,2
2025-02-05 10:19:29.005,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,7.9,158,23.5,67.96,371.918,1,1,1.0,3,13.3,0.193,12.9,77.9,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.203,22.955,12.6,-2.8,61.449787,23.859114,,0,0.308,434.567,20.5,2
2025-02-05 10:19:29.034,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,7.9,158,23.5,67.96,371.918,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.203,22.955,12.6,-2.8,61.449787,23.859114,,0,0.308,434.567,20.5,2
2025-02-05 10:19:29.193,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.9,-10.7,12.9,52/0,,7.9,158,23.5,67.96,371.918,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.203,22.955,12.6,-2.8,61.449785,23.859106,,0,0.308,434.567,20.5,2
2025-02-05 10:19:29.345,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,7.9,158,23.5,67.96,371.918,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.203,22.955,12.6,-2.8,61.449785,23.859106,,0,0.308,434.567,20.5,2
2025-02-05 10:19:29.383,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,7.9,158,23.5,67.96,371.918,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.216,22.955,12.4,-5.5,61.449785,23.859106,,0,0.308,434.567,20.5,2
2025-02-05 10:19:29.391,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,9.3,158,22.4,64.77,344.237,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.216,22.955,12.4,-5.5,61.449785,23.859106,,0,0.308,434.567,20.5,2
2025-02-05 10:19:29.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,9.3,158,22.4,64.77,344.237,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.216,22.955,12.4,-5.5,61.449785,23.859106,,0,0.259,434.567,20.5,2
2025-02-05 10:19:29.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,9.3,158,22.4,64.77,344.237,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.9,-10.6,-48.9,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.216,22.955,12.4,-5.5,61.449785,23.859106,,0,0.259,379.171,20.5,2
2025-02-05 10:19:29.504,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,9.3,158,22.4,64.77,344.237,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,9.4,24,17.0 (64-QAM),0.216,22.955,12.4,-5.5,61.449785,23.859106,,0,0.259,379.171,20.3,2
2025-02-05 10:19:29.510,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,9.3,158,22.4,64.77,344.237,1,1,0.0,4,13.4,0.205,14.0,77.0,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,8.6,24,16.2,0.216,22.075,12.4,-5.5,61.449785,23.859106,,0,0.259,379.171,20.3,2
2025-02-05 10:19:29.535,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-75.6,-10.7,10.1,52/0,,9.3,158,22.4,64.77,344.237,1,1,2.0,3,14.7,0.212,13.3,80.5,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,8.6,24,16.2,0.216,22.075,12.4,-5.5,61.449785,23.859106,,0,0.259,379.171,20.3,2
2025-02-05 10:19:29.845,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,9.3,158,22.4,64.77,344.237,1,1,2.0,3,14.7,0.212,13.3,80.5,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,8.6,24,16.2,0.216,22.075,12.4,-5.5,61.449785,23.859106,,0,0.259,379.171,20.3,2
2025-02-05 10:19:29.880,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,9.3,158,22.4,64.77,344.237,1,1,2.0,3,14.7,0.212,13.3,80.5,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,8.6,24,16.2,0.199,22.075,10.6,-4.4,61.449785,23.859106,,0,0.259,379.171,20.3,2
2025-02-05 10:19:29.891,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,8.2,158,24.2,70.37,387.593,1,1,2.0,3,14.7,0.212,13.3,80.5,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,8.6,24,16.2,0.199,22.075,10.6,-4.4,61.449785,23.859106,,0,0.259,379.171,20.3,2
2025-02-05 10:19:30.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,8.2,158,24.2,70.37,387.593,1,1,2.0,3,14.7,0.212,13.3,80.5,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,8.6,24,16.2,0.199,22.075,10.6,-4.4,61.449785,23.859106,,0,0.3,379.171,20.3,2
2025-02-05 10:19:30.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,8.2,158,24.2,70.37,387.593,1,1,2.0,3,14.7,0.212,13.3,80.5,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,8.6,24,16.2,0.199,22.075,10.6,-4.4,61.449785,23.859106,,0,0.3,418.45,20.3,2
2025-02-05 10:19:30.002,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,8.2,158,24.2,70.37,387.593,1,1,2.0,3,14.7,0.212,13.3,80.5,-73.8,-10.9,-48.6,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.199,22.732,10.6,-4.4,61.449785,23.859106,,0,0.3,418.45,20.3,2
2025-02-05 10:19:30.004,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,8.2,158,24.2,70.37,387.593,1,1,2.0,3,14.7,0.212,13.3,80.5,-74.8,-10.7,-49.4,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.199,22.732,10.6,-4.4,61.449785,23.859106,,0,0.3,418.45,,2
2025-02-05 10:19:30.035,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.5,-10.8,10.8,52/0,,8.2,158,24.2,70.37,387.593,1,1,0.0,4,14.1,0.215,12.6,81.6,-74.8,-10.7,-49.4,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.199,22.732,10.6,-4.4,61.449785,23.859106,,0,0.3,418.45,,2
2025-02-05 10:19:30.346,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,8.2,158,24.2,70.37,387.593,1,1,0.0,4,14.1,0.215,12.6,81.6,-74.8,-10.7,-49.4,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.199,22.732,10.6,-4.4,61.449785,23.859106,,0,0.3,418.45,,2
2025-02-05 10:19:30.383,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,8.2,158,24.2,70.37,387.593,1,1,0.0,4,14.1,0.215,12.6,81.6,-74.8,-10.7,-49.4,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.187,22.732,17.6,-1.6,61.449785,23.859106,,0,0.3,418.45,,2
2025-02-05 10:19:30.390,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,7.1,158,23.6,68.34,378.966,1,1,0.0,4,14.1,0.215,12.6,81.6,-74.8,-10.7,-49.4,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.187,22.732,17.6,-1.6,61.449785,23.859106,,0,0.3,418.45,,2
2025-02-05 10:19:30.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,7.1,158,23.6,68.34,378.966,1,1,0.0,4,14.1,0.215,12.6,81.6,-74.8,-10.7,-49.4,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.187,22.732,17.6,-1.6,61.449785,23.859106,,0,0.289,418.45,,2
2025-02-05 10:19:30.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,7.1,158,23.6,68.34,378.966,1,1,0.0,4,14.1,0.215,12.6,81.6,-74.8,-10.7,-49.4,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.187,22.732,17.6,-1.6,61.449785,23.859106,,0,0.289,412.01,,2
2025-02-05 10:19:30.505,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,7.1,158,23.6,68.34,378.966,1,1,0.0,4,14.1,0.215,12.6,81.6,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,9.2,24,16.8 (64-QAM),0.187,22.732,17.6,-1.6,61.449785,23.859106,,0,0.289,412.01,19.3,2
2025-02-05 10:19:30.505,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,7.1,158,23.6,68.34,378.966,1,1,0.0,4,14.1,0.215,12.6,81.6,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,9.0,24,18.0 (64-QAM),0.187,24.506,17.6,-1.6,61.449785,23.859106,,0,0.289,412.01,19.3,2
2025-02-05 10:19:30.534,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,7.1,158,23.6,68.34,378.966,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,9.0,24,18.0 (64-QAM),0.187,24.506,17.6,-1.6,61.449785,23.859106,,0,0.289,412.01,19.3,2
2025-02-05 10:19:30.732,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-76.7,-10.9,15.2,52/0,,7.1,158,23.6,68.34,378.966,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,9.0,24,18.0 (64-QAM),0.187,24.506,17.6,-1.6,61.449784,23.859097,,0,0.289,412.01,19.3,2
2025-02-05 10:19:30.825,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,7.1,158,23.6,68.34,378.966,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,9.0,24,18.0 (64-QAM),0.187,24.506,17.6,-1.6,61.449784,23.859097,,0,0.289,412.01,19.3,2
2025-02-05 10:19:30.878,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,7.1,158,23.6,68.34,378.966,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,9.0,24,18.0 (64-QAM),0.161,24.506,13.4,-3.4,61.449784,23.859097,,0,0.289,412.01,19.3,2
2025-02-05 10:19:30.891,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,9.4,158,23.3,67.65,363.784,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,9.0,24,18.0 (64-QAM),0.161,24.506,13.4,-3.4,61.449784,23.859097,,0,0.289,412.01,19.3,2
2025-02-05 10:19:30.997,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,9.4,158,23.3,67.65,363.784,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.161,24.965,13.4,-3.4,61.449784,23.859097,,0,0.289,412.01,19.3,2
2025-02-05 10:19:31.002,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,9.4,158,23.3,67.65,363.784,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.161,24.965,13.4,-3.4,61.449784,23.859097,,0,0.25,412.01,19.3,2
2025-02-05 10:19:31.002,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,9.4,158,23.3,67.65,363.784,1,1,1.0,4,13.5,0.207,10.0,77.7,-73.6,-10.8,-48.3,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.161,24.965,13.4,-3.4,61.449784,23.859097,,0,0.25,400.361,19.3,2
2025-02-05 10:19:31.006,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,9.4,158,23.3,67.65,363.784,1,1,1.0,4,13.5,0.207,10.0,77.7,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.161,24.965,13.4,-3.4,61.449784,23.859097,,0,0.25,400.361,23.3,2
2025-02-05 10:19:31.035,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.1,-10.5,16.8,52/0,,9.4,158,23.3,67.65,363.784,1,1,2.0,3,16.6,0.243,16.4,75.4,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.161,24.965,13.4,-3.4,61.449784,23.859097,,0,0.25,400.361,23.3,2
2025-02-05 10:19:31.365,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,9.4,158,23.3,67.65,363.784,1,1,2.0,3,16.6,0.243,16.4,75.4,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.161,24.965,13.4,-3.4,61.449784,23.859097,,0,0.25,400.361,23.3,2
2025-02-05 10:19:31.380,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,9.4,158,23.3,67.65,363.784,1,1,2.0,3,16.6,0.243,16.4,75.4,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.153,24.965,15.0,-3.2,61.449784,23.859097,,0,0.25,400.361,23.3,2
2025-02-05 10:19:31.391,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,8.5,158,22.0,63.84,344.181,1,1,2.0,3,16.6,0.243,16.4,75.4,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.153,24.965,15.0,-3.2,61.449784,23.859097,,0,0.25,400.361,23.3,2
2025-02-05 10:19:31.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,8.5,158,22.0,63.84,344.181,1,1,2.0,3,16.6,0.243,16.4,75.4,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.153,24.965,15.0,-3.2,61.449784,23.859097,,0,0.276,400.361,23.3,2
2025-02-05 10:19:31.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,8.5,158,22.0,63.84,344.181,1,1,2.0,3,16.6,0.243,16.4,75.4,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,7.3,24,18.1 (64-QAM),0.153,24.965,15.0,-3.2,61.449784,23.859097,,0,0.276,400.351,23.3,2
2025-02-05 10:19:31.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,8.5,158,22.0,63.84,344.181,1,1,2.0,3,16.6,0.243,16.4,75.4,-75.2,-10.8,-49.8,44,5,440,Band 3 - 1800,11.1,24,20.7 (256-QAM),0.153,27.8,15.0,-3.2,61.449784,23.859097,,0,0.276,400.351,23.3,2
2025-02-05 10:19:31.506,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,8.5,158,22.0,63.84,344.181,1,1,2.0,3,16.6,0.243,16.4,75.4,-73.5,-10.6,-48.7,44,5,440,Band 3 - 1800,11.1,24,20.7 (256-QAM),0.153,27.8,15.0,-3.2,61.449784,23.859097,,0,0.276,400.351,22.0,2
2025-02-05 10:19:31.539,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-73.1,-10.6,16.2,52/0,,8.5,158,22.0,63.84,344.181,1,1,1.0,3,13.9,0.205,14.7,78.3,-73.5,-10.6,-48.7,44,5,440,Band 3 - 1800,11.1,24,20.7 (256-QAM),0.153,27.8,15.0,-3.2,61.449784,23.859097,,0,0.276,400.351,22.0,2
2025-02-05 10:19:31.866,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-77.8,-10.8,8.7,52/0,,8.5,158,22.0,63.84,344.181,1,1,1.0,3,13.9,0.205,14.7,78.3,-73.5,-10.6,-48.7,44,5,440,Band 3 - 1800,11.1,24,20.7 (256-QAM),0.153,27.8,15.0,-3.2,61.449784,23.859097,,0,0.276,400.351,22.0,2
2025-02-05 10:19:31.882,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-77.8,-10.8,8.7,52/0,,8.5,158,22.0,63.84,344.181,1,1,1.0,3,13.9,0.205,14.7,78.3,-73.5,-10.6,-48.7,44,5,440,Band 3 - 1800,11.1,24,20.7 (256-QAM),0.14,27.8,10.6,-1.7,61.449784,23.859097,,0,0.276,400.351,22.0,2
2025-02-05 10:19:31.890,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-77.8,-10.8,8.7,52/0,,9.0,158,22.5,66.33,348.133,1,1,1.0,3,13.9,0.205,14.7,78.3,-73.5,-10.6,-48.7,44,5,440,Band 3 - 1800,11.1,24,20.7 (256-QAM),0.14,27.8,10.6,-1.7,61.449784,23.859097,,0,0.276,400.351,22.0,2
