Time,Operator,Technology,MCC / MNC,gNB,RF Band,Num Beams,SCS,Bandwidth DL,Bandwidth UL,TDD Slot Pattern,SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER,Average RBs,Average MCS Index,Average Code Rate,Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission,Average RBs,Average MCS Index,Net PUSCH Thp,PUSCH TxPower,PUSCH Pathloss,RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-05 10:33:52.147,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,4.2,4,10.4,0.032,23.0,91.0,-103.2,-7.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,3.2 (QPSK),13.802,0.003,0.0,20.0,61.449614,23.858017,,0,13.928,0.252,18.6,0
2025-02-05 10:33:52.149,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,4.2,4,10.4,0.032,23.0,91.0,-103.2,-7.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,3.2 (QPSK),13.802,0.003,0.0,20.0,61.449614,23.858025,,0,13.928,0.252,18.6,0
2025-02-05 10:33:52.271,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,0.0,4,9.7,0.033,23.0,90.5,-103.2,-7.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,3.2 (QPSK),13.802,0.003,0.0,20.0,61.449614,23.858025,,0,13.928,0.252,18.6,0
2025-02-05 10:33:52.406,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,0.0,4,9.7,0.033,23.0,90.5,-103.2,-7.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,13.802,0.001,0.0,20.0,61.449614,23.858025,,0,13.928,0.252,18.6,0
2025-02-05 10:33:52.484,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,0.0,4,9.7,0.033,23.0,90.5,-104.1,-8.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,13.802,0.001,0.0,20.0,61.449614,23.858025,,0,13.928,0.252,17.9,0
2025-02-05 10:33:52.506,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,0.0,4,9.7,0.033,23.0,90.5,-104.1,-8.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,13.802,0.001,0.0,20.0,61.449614,23.858025,,0,12.147,0.252,17.9,0
2025-02-05 10:33:52.506,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,0.0,4,9.7,0.033,23.0,90.5,-104.1,-8.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,13.802,0.001,0.0,20.0,61.449614,23.858025,,0,12.147,0.223,17.9,0
2025-02-05 10:33:52.508,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.0,9.37,0.568,1,1,0.0,4,9.7,0.033,23.0,90.5,-104.1,-8.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,12.265,0.001,7.3,20.0,61.449614,23.858025,,0,12.147,0.223,17.9,0
2025-02-05 10:33:52.523,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-89.3,-10.4,28.9,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,4,9.7,0.033,23.0,90.5,-104.1,-8.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,12.265,0.001,7.3,20.0,61.449614,23.858025,,0,12.147,0.223,17.9,0
2025-02-05 10:33:52.646,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,4,9.7,0.033,23.0,90.5,-104.1,-8.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,12.265,0.001,7.3,20.0,61.449614,23.858025,,0,12.147,0.223,17.9,0
2025-02-05 10:33:52.771,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.1,-8.6,-81.5,42,5,440,Band 3 - 1800,0.0,2,1.0,12.265,0.001,7.3,20.0,61.449614,23.858025,,0,12.147,0.223,17.9,0
2025-02-05 10:33:52.987,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,1.0,12.265,0.001,7.3,20.0,61.449614,23.858025,,0,12.147,0.223,17.6,0
2025-02-05 10:33:53.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,1.0,12.265,0.001,7.3,20.0,61.449614,23.858025,,0,12.393,0.223,17.6,0
2025-02-05 10:33:53.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,1.0,12.265,0.001,7.3,20.0,61.449614,23.858025,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.006,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),12.265,0.003,7.3,20.0,61.449614,23.858025,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.020,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.64,0.475,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.339,0.003,2.2,20.0,61.449614,23.858025,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.022,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.339,0.003,2.2,20.0,61.449614,23.858025,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.106,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.7,-10.4,26.4,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.339,0.003,2.2,20.0,61.449614,23.858033,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.146,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.4,-10.4,29.5,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,12.0,0.036,23.0,94.0,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.339,0.003,2.2,20.0,61.449614,23.858033,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.267,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.4,-10.4,29.5,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,14.4,0.044,22.7,88.1,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.339,0.003,2.2,20.0,61.449614,23.858033,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.306,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.4,-10.4,29.5,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,14.4,0.044,22.7,88.1,-104.4,-8.6,-81.2,42,5,440,Band 3 - 1800,0.0,2,5.2 (16-QAM),13.339,0.005,2.2,20.0,61.449614,23.858033,,0,12.393,0.248,17.6,0
2025-02-05 10:33:53.487,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.4,-10.4,29.5,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,14.4,0.044,22.7,88.1,-103.7,-8.1,-81.4,42,5,440,Band 3 - 1800,0.0,2,5.2 (16-QAM),13.339,0.005,2.2,20.0,61.449614,23.858033,,0,12.393,0.248,18.6,0
2025-02-05 10:33:53.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.4,-10.4,29.5,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,14.4,0.044,22.7,88.1,-103.7,-8.1,-81.4,42,5,440,Band 3 - 1800,0.0,2,5.2 (16-QAM),13.339,0.005,2.2,20.0,61.449614,23.858033,,0,13.993,0.248,18.6,0
2025-02-05 10:33:53.521,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.4,-10.4,29.5,53/0,NSA,0.0,16,0.1,9.80,0.558,1,1,0.0,3,14.4,0.044,22.7,88.1,-103.7,-8.1,-81.4,42,5,440,Band 3 - 1800,0.0,2,5.2 (16-QAM),13.514,0.005,1.8,20.0,61.449614,23.858033,,0,13.993,0.248,18.6,0
2025-02-05 10:33:53.523,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.4,-10.4,29.5,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,14.4,0.044,22.7,88.1,-103.7,-8.1,-81.4,42,5,440,Band 3 - 1800,0.0,2,5.2 (16-QAM),13.514,0.005,1.8,20.0,61.449614,23.858033,,0,13.993,0.248,18.6,0
2025-02-05 10:33:53.646,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,14.4,0.044,22.7,88.1,-103.7,-8.1,-81.4,42,5,440,Band 3 - 1800,0.0,2,5.2 (16-QAM),13.514,0.005,1.8,20.0,61.449614,23.858033,,0,13.993,0.248,18.6,0
2025-02-05 10:33:53.783,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,13.0,0.036,22.7,88.1,-103.7,-8.1,-81.4,42,5,440,Band 3 - 1800,0.0,2,5.2 (16-QAM),13.514,0.005,1.8,20.0,61.449614,23.858033,,0,13.993,0.248,18.6,0
2025-02-05 10:33:53.906,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,13.0,0.036,22.7,88.1,-103.7,-8.1,-81.4,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.514,0.003,1.8,20.0,61.449614,23.858033,,0,13.993,0.248,18.6,0
2025-02-05 10:33:53.997,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.514,0.003,1.8,20.0,61.449614,23.858033,,0,13.993,0.248,16.7,0
2025-02-05 10:33:54.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.514,0.003,1.8,20.0,61.449614,23.858033,,0,13.367,0.248,16.7,0
2025-02-05 10:33:54.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.514,0.003,1.8,20.0,61.449614,23.858033,,0,13.367,0.24,16.7,0
2025-02-05 10:33:54.019,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.1,9.81,0.58,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),12.878,0.003,3.6,20.0,61.449614,23.858033,,0,13.367,0.24,16.7,0
2025-02-05 10:33:54.027,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),12.878,0.003,3.6,20.0,61.449614,23.858033,,0,13.367,0.24,16.7,0
2025-02-05 10:33:54.061,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-84.6,-10.3,26.0,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),12.878,0.003,3.6,20.0,61.449615,23.858040,,0,13.367,0.24,16.7,0
2025-02-05 10:33:54.146,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),12.878,0.003,3.6,20.0,61.449615,23.858040,,0,13.367,0.24,16.7,0
2025-02-05 10:33:54.205,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,13.0,0.036,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,1.0,12.878,0.001,3.6,20.0,61.449615,23.858040,,0,13.367,0.24,16.7,0
2025-02-05 10:33:54.283,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,14.5,0.044,22.7,88.1,-101.7,-7.4,-79.3,42,5,440,Band 3 - 1800,0.0,2,1.0,12.878,0.001,3.6,20.0,61.449615,23.858040,,0,13.367,0.24,16.7,0
2025-02-05 10:33:54.499,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,14.5,0.044,22.7,88.1,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,12.878,0.001,3.6,20.0,61.449615,23.858040,,0,13.367,0.24,16.1,0
2025-02-05 10:33:54.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,14.5,0.044,22.7,88.1,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,12.878,0.001,3.6,20.0,61.449615,23.858040,,0,12.321,0.24,16.1,0
2025-02-05 10:33:54.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,14.5,0.044,22.7,88.1,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,12.878,0.001,3.6,20.0,61.449615,23.858040,,0,12.321,0.247,16.1,0
2025-02-05 10:33:54.521,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.17,0.553,1,1,0.0,3,14.5,0.044,22.7,88.1,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,13.425,0.001,2.4,20.0,61.449615,23.858040,,0,12.321,0.247,16.1,0
2025-02-05 10:33:54.531,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-85.2,-10.4,27.9,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.5,0.044,22.7,88.1,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,13.425,0.001,2.4,20.0,61.449615,23.858040,,0,12.321,0.247,16.1,0
2025-02-05 10:33:54.627,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.5,0.044,22.7,88.1,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,13.425,0.001,2.4,20.0,61.449615,23.858040,,0,12.321,0.247,16.1,0
2025-02-05 10:33:54.783,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.3,0.04,23.0,86.5,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,13.425,0.001,2.4,20.0,61.449615,23.858040,,0,12.321,0.247,16.1,0
2025-02-05 10:33:54.806,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.3,0.04,23.0,86.5,-103.6,-7.7,-81.6,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.425,0.003,2.4,20.0,61.449615,23.858040,,0,12.321,0.247,16.1,0
2025-02-05 10:33:55.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.425,0.003,2.4,20.0,61.449615,23.858040,,0,12.321,0.247,19.5,0
2025-02-05 10:33:55.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.425,0.003,2.4,20.0,61.449615,23.858040,,0,13.607,0.247,19.5,0
2025-02-05 10:33:55.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.425,0.003,2.4,20.0,61.449615,23.858040,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.019,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),13.425,0.003,2.4,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.021,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.18,0.587,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),14.064,0.003,0.0,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.034,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.11,0.62,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,3.3 (QPSK),14.064,0.003,0.0,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.106,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.8,-10.3,29.2,53/0,NSA,0.0,16,0.2,10.11,0.62,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,1.0,14.064,0.001,0.0,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.166,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.7,-10.4,30.6,53/0,NSA,0.0,16,0.2,10.11,0.62,1,1,0.0,3,14.3,0.04,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,1.0,14.064,0.001,0.0,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.275,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.7,-10.4,30.6,53/0,NSA,0.0,16,0.2,10.11,0.62,1,1,0.0,3,17.2,0.052,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,1.0,14.064,0.001,0.0,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.443,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.7,-10.4,30.6,53/0,NSA,0.0,16,0.2,10.20,0.583,1,1,0.0,3,17.2,0.052,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,1.0,14.064,0.001,0.0,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.469,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.7,-10.4,30.6,53/0,NSA,0.0,16,0.2,10.20,0.583,1,1,0.0,3,17.2,0.052,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,1.0,12.079,0.001,2.2,20.0,61.449615,23.858048,,0,13.607,0.261,19.5,0
2025-02-05 10:33:55.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.7,-10.4,30.6,53/0,NSA,0.0,16,0.2,10.20,0.583,1,1,0.0,3,17.2,0.052,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,1.0,12.079,0.001,2.2,20.0,61.449615,23.858048,,0,3.965,0.261,19.5,0
2025-02-05 10:33:55.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.7,-10.4,30.6,53/0,NSA,0.0,16,0.2,10.20,0.583,1,1,0.0,3,17.2,0.052,23.0,86.5,-97.6,-7.6,-75.9,42,5,440,Band 3 - 1800,0.0,2,1.0,12.079,0.001,2.2,20.0,61.449615,23.858048,,0,3.965,0.218,19.5,0
2025-02-05 10:33:55.517,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.7,-10.4,30.6,53/0,NSA,0.0,16,0.2,10.20,0.583,1,1,0.0,3,17.2,0.052,23.0,86.5,-94.8,-7.1,-73.6,42,5,440,Band 3 - 1800,0.0,2,1.0,12.079,0.001,2.2,20.0,61.449615,23.858048,,0,3.965,0.218,22.6,0
2025-02-05 10:33:55.667,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.2,-10.3,32.0,53/0,NSA,0.0,16,0.2,10.20,0.583,1,1,0.0,3,17.2,0.052,23.0,86.5,-94.8,-7.1,-73.6,42,5,440,Band 3 - 1800,0.0,2,1.0,12.079,0.001,2.2,20.0,61.449615,23.858048,,0,3.965,0.218,22.6,0
