Time,Operator,Technology,MCC / MNC,gNB,RF Band,Num Beams,SCS,Bandwidth DL,Bandwidth UL,TDD Slot Pattern,SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER,Average RBs,Average MCS Index,Average Code Rate,Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission,Average RBs,Average MCS Index,Net PUSCH Thp,PUSCH TxPower,PUSCH Pathloss,RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-05 10:32:54.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.6,-10.4,28.4,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,17.4,0.049,22.0,90.0,-102.5,-6.9,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,0.101,0.001,0.0,21.0,,,,,0.002,0.15,13.8,
2025-02-05 10:32:54.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.6,-10.4,28.4,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,17.4,0.049,22.0,90.0,-102.5,-6.9,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,0.101,0.001,0.0,21.0,,,,,0.002,0.029,13.8,
2025-02-05 10:32:54.103,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.6,-10.4,28.4,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,17.4,0.049,22.0,90.0,-102.5,-6.9,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.001,0.0,20.7,,,,,0.002,0.029,13.8,
2025-02-05 10:32:54.110,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.6,-10.4,28.4,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,16.0,0.002,23.0,88.0,-102.5,-6.9,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.001,0.0,20.7,,,,,0.002,0.029,13.8,
2025-02-05 10:32:54.201,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,16.0,0.002,23.0,88.0,-102.5,-6.9,-81.6,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.001,0.0,20.7,,,,,0.002,0.029,13.8,
2025-02-05 10:32:54.340,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,16.0,0.002,23.0,88.0,-102.3,-7.0,-81.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.001,0.0,20.7,,,,,0.002,0.029,14.7,
2025-02-05 10:32:54.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,16.0,0.002,23.0,88.0,-102.3,-7.0,-81.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.001,0.0,20.7,,,,,0.001,0.029,14.7,
2025-02-05 10:32:54.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,16.0,0.002,23.0,88.0,-102.3,-7.0,-81.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.001,0.0,20.7,,,,,0.001,0.001,14.7,
2025-02-05 10:32:54.578,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,2.4,19.02,0.095,1,1,0.0,3,16.0,0.002,23.0,88.0,-102.3,-7.0,-81.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.0,0.0,20.7,,,,,0.001,0.001,14.7,
2025-02-05 10:32:54.579,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,16.0,0.002,23.0,88.0,-102.3,-7.0,-81.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.0,0.0,20.7,,,,,0.001,0.001,14.7,
2025-02-05 10:32:54.610,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,18.5,0.005,22.0,90.0,-102.3,-7.0,-81.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.0,0.0,20.7,,,,,0.001,0.001,14.7,
2025-02-05 10:32:54.628,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-88.3,-10.4,22.0,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,18.5,0.005,22.0,90.0,-101.1,-6.9,-80.2,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.0,0.0,20.7,,,,,0.001,0.001,15.9,
2025-02-05 10:32:54.677,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,18.5,0.005,22.0,90.0,-101.1,-6.9,-80.2,42,5,440,Band 3 - 1800,0.0,2,1.0,0.017,0.0,0.0,20.7,,,,,0.001,0.001,15.9,
2025-02-05 10:32:54.909,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,18.5,0.005,22.0,90.0,-101.1,-6.9,-80.2,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.001,0.001,15.9,
2025-02-05 10:32:55.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,18.5,0.005,22.0,90.0,-101.1,-6.9,-80.2,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.0,0.001,15.9,
2025-02-05 10:32:55.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,18.5,0.005,22.0,90.0,-101.1,-6.9,-80.2,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.0,0.0,15.9,
2025-02-05 10:32:55.136,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,18.5,0.005,22.0,90.0,-100.0,-6.7,-79.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.0,0.0,16.3,
2025-02-05 10:32:55.394,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.0,-6.7,-79.3,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.0,0.0,16.3,
2025-02-05 10:32:55.410,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,1.0,9.01,0.001,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.0,0.0,15.3,
2025-02-05 10:32:55.461,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.0,0.0,15.3,
2025-02-05 10:32:55.514,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.001,0.0,15.3,
2025-02-05 10:32:55.514,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.0,0.0,21.0,,,,,0.001,0.001,15.3,
2025-02-05 10:32:55.545,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.7,-10.4,25.2,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,15.3,
2025-02-05 10:32:55.551,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.9,-10.3,21.7,53/0,,0.0,16,0.0,9.98,0.001,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,15.3,
2025-02-05 10:32:55.865,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.9,-10.3,21.7,53/0,,0.0,16,1.0,9.01,0.002,1,1,0.0,3,15.0,0.001,22.0,90.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,15.3,
2025-02-05 10:32:55.870,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.9,-10.3,21.7,53/0,,0.0,16,1.0,9.01,0.002,1,1,0.0,3,18.5,0.005,19.0,84.0,-100.9,-7.0,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,15.3,
2025-02-05 10:32:55.940,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-81.9,-10.3,21.7,53/0,,0.0,16,1.0,9.01,0.002,1,1,0.0,3,18.5,0.005,19.0,84.0,-102.4,-7.7,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,13.6,
2025-02-05 10:32:55.949,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.6,-10.4,19.9,53/0,,0.0,16,1.0,9.01,0.002,1,1,0.0,3,18.5,0.005,19.0,84.0,-102.4,-7.7,-80.0,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,13.6,
2025-02-05 10:32:56.218,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-83.6,-10.4,19.9,53/0,,0.0,16,1.0,9.01,0.002,1,1,0.0,3,18.5,0.005,19.0,84.0,-102.8,-7.7,-80.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,12.6,
2025-02-05 10:32:56.347,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.5,-10.4,20.5,53/0,,0.0,16,1.0,9.01,0.002,1,1,0.0,3,18.5,0.005,19.0,84.0,-102.8,-7.7,-80.7,42,5,440,Band 3 - 1800,0.0,2,1.0,0.003,0.0,0.0,21.0,,,,,0.001,0.001,12.6,
2025-02-05 10:32:56.387,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-82.5,-10.4,20.5,53/0,,0.0,16,1.0,9.01,0.002,1,1,0.0,3,18.5,0.005,19.0,84.0,-102.8,-7.7,-80.7,42,5,440,Band 3 - 1800,100.0,7,15.0 (64-QAM),0.003,0.0,0.0,21.0,,,,,0.001,0.001,12.6,
